TRBC2012,Issues.0.RIC
"5210101010","CHG.L"
"5220304010","KABN.S"
"5210201020","AZK.MC"
"5720102012","KFX.L"
"5710401014","ELH.L"
"5540201010","LOK.L"
"5220304010","C3U.L"
"5410202010","RAIVV.HE"
"5230101010","ABG.MC"
"5410202019","DQ7.I"
"5410102011","BDL.MC"
"5020101011","GAM.MC"
"5210203013","SAHN.S"
"5710601010","XAR.L"
"5010202010","JKX.L"
"5220102010","BALNc.AS"
"5220102010","KLR.L"
"5610101010","AOR.L"
"5540302012","WEHA.AS"
"5240702010","SUH.L"
"5220304010","OPSS.L"
"5110103013","SCPA.L"
"5120105012","IKG.MI"
"5330103010","PAP.I"
"5320501012","ATAR.PA"
"5710201010","PIC.L"
"5540302010","INTUP.L"
"5210101010","SIFI.MI"
"5130201010","RESI.BR"
"5330201022","FUL.MI"
"5540201010","QED.L"
"5330204012","TRS.L"
"5110101010","NZYMb.CO"
"5110102012","AURIb.CO"
"5130202010","HUH1V.HE"
"5720102013","TXTS.MI"
"5430102012","YSO.LS"
"5540201012","UNBP.AS"
"5210202015","EM.MI"
"5010202010","TLW.L"
"5710201010","BVC.L"
"5710101010","CML.L"
"5320404011","HUDN.AS"
"5540302010","SGRO.L"
"5720102010","LECS.PA"
"5220102010","SFR.L"
"5540302011","WNERgb.ISD"
"5720101010","LVIDE.AS"
"5340305011","ISSL.L"
"5220304010","POY1V.HE"
"5220102015","IMUN.AS"
"5510202011","FCAM.L"
"5240701010","BBA.L"
"5210201012","CEMB.MI"
"5320201010","GCRE.MI"
"5210203010","APCL.L"
"5240502013","CMB.BR"
"5530101010","NVA.L"
"5510202011","LGHT.L"
"5720101010","SZZG.F"
"5340305011","CDC.MI^C14"
"5510202016","CEPS.L"
"5330204010","BLPU.L"
"5710201010","APE.MC"
"5810101010","INRr.AT"
"5610102015","COLOb.CO"
"5210203013","CARRA.MI"
"5330102010","PLTT.PK"
"5220303012","HARV.L"
"5610101010","ALR"
"5320302020","TITN.L"
"5310102011","PLOF.PA"
"5510202010","GIMV.BR"
"5010302010","SPMI.MI"
"5220304021","MERG.L"
"5010202010","SIA.L"
"5510101010","BMPS.MI"
"5620201010","GENS.L"
"5320502013","RAP1V.HE"
"5330204012","TTM1V.HE"
"5540201010","BRUI.MI"
"5320403012","PMGR.L"
"5720102013","UNI4.AS"
"5340303010","ALY.L"
"5330204010","INME.I"
"5330201010","CRCRE.L"
"5240502010","BRMS.L"
"5120102013","CGS.L"
"5220304018","VP.L"
"5510202011","EMG.L"
"5220304010","MTO.L"
"5510101010","CRGI.MI"
"5210201010","TRFT.L"
"5540302010","WKP.L"
"5220302010","TATNG.L"
"5550103010","MCGC.O"
"5340301014","AAP"
"5810101010","TEP.L"
"5510101010","CBRO.L"
"5720101010","PNIG.L"
"5330104011","MXCG.F^B14"
"5220303010","AMDG.DE"
"5720102012","SOG.L"
"5530102010","US.MI"
"5330101010","MWB.L"
"5510202015","SPK.L"
"5530102012","VITI.MI"
"5320404010","VCP.L"
"5340304019","JD.L"
"5010202010","NOP.L"
"5320202010","AAHG.F"
"5320501010","HRN.L"
"5310101010","CBRJ.PK"
"5330203011","MTV.MI"
"5430102010","GENC.PA"
"5320302019","AYI"
"5330201010","CHW.L"
"5610102016","ESSI.PA"
"5220304013","NZX.L"
"5330203011","ITMG.F"
"5720102012","DLC.L^B14"
"5620104010","BTG.L"
"5720101010","ORDN.AS"
"5530103011","CASS.MI"
"5610102010","WDH.CO"
"5910101011","ENEI.MI"
"5540202012","GABI.MI"
"5330203011","RTVGk.F"
"5320302020","SHI.L"
"5720101010","XPR.MI"
"5240602010","FGP.L"
"5210201024","DPLM.L"
"5330102010","AGL.MI"
"5510101010","BIM.MI"
"5720101010","ACO.MI"
"5410202010","NESN.VX"
"5540302010","SHB.L"
"5110101012","BOEI.MI"
"5410202012","GRG.L"
"5220302010","CMS.L"
"5510202010","EURA.PA"
"5330104010","EDLP.PA"
"5510103010","SUS.L"
"5510101010","DNB.OL"
"5230101010","ORK.OL"
"5710603010","BO.CO"
"5320202010","HMb.ST"
"5560101010","INVEb.ST"
"5220304010","SECUb.ST"
"5610201015","BAVA.CO"
"5130202010","HARTb.CO"
"5210101010","AIR.PA"
"5510101010","SEBa.ST"
"5410101010","RBREW.CO"
"5220102010","SKAb.ST"
"5240502010","TORM.CO"
"5420102013","SCAb.ST"
"5510101010","ERST.VI"
"5720102013","COLUM.CO"
"5510101010","DESI.MI"
"5620201010","BION.S"
"5210203010","SDMS.L"
"5510202011","LIO.L"
"5330202011","UTV.L"
"5720102013","KBT.L"
"5540304011","PHP.L"
"5240502010","DFDS.CO"
"5240503010","DSV.CO"
"5210201012","GJ.CO"
"5610101010","GN.CO"
"5620104010","ALKb.CO"
"5410101010","HARBb.CO"
"5510203010","BBB.L"
"5510101010","JYSK.CO"
"5110109010","SOAC.BR"
"5510101010","EMII.MI"
"5410102010","PERP.PA"
"5120106011","MWA.L"
"5240601010","AIP.L"
"5210203014","NTRb.CO"
"5220102010","PAALb.CO"
"5720102010","STLO.L"
"5720101010","CTAN.AS"
"5320502012","ACCG.AS"
"5320202026","ABCR.L"
"5550101010","ASL.L"
"5510101010","PCVI.MI"
"5610102011","AMSU.L"
"5340304014","AXN.L"
"5220102010","ALUG.L"
"5010202010","AMNX.L"
"5550101010","SRC.L"
"5220303012","RTCR.L"
"5220304013","ATKW.L"
"5330204011","POLI.MI"
"5320202010","MTC.L"
"5540201010","WOXC.L"
"5220304010","MWDP.PA"
"5220304022","AUK.L"
"5710601010","OLI.MI"
"5330203014","AVS.L"
"5720101010","AVV.L"
"5210201011","AVG.L"
"5330204013","EDII.MI"
"5120106011","AVM.L"
"5310103011","AVON.L"
"5210203010","SSP.L"
"5210201014","BED.L"
"5540201014","BKGH.L"
"5410102012","BLVX.L"
"5720102013","BDI.L"
"5320301010","BVS.L"
"5550101010","CLPC.L"
"5130201014","BRPI.L"
"5320302010","TYMN.L"
"5220304015","RM.L"
"5340304010","BWNG.L"
"5330202012","UBC.L"
"5210202010","MANP.PA"
"5210201010","STRN.S"
"5550101010","CLDN.L"
"5540201010","CAL.L"
"5540201010","CDFF.L"
"5340303012","CATVU.L"
"5340305010","CPW.L"
"5320501010","CSDY.L"
"5510202011","CAY.L"
"5530101010","CHAT.L"
"5550101010","CITY.L"
"5220102010","CTO.L"
"5220306010","BICP.PA"
"5340201010","STCBV.HE"
"5430101010","MVIRb.ST"
"5510201010","TLPR.L"
"5210204010","TAN.L"
"5340309010","SGI.L"
"5210201010","CNC1V.HE"
"5330201015","FOUR.L"
"5530103010","APRL.PA"
"5510103010","MFX.L"
"5620201011","VALX.L"
"5540201010","DJAN.L"
"5620104014","DECP.L"
"5540302010","DLN.L"
"5410202028","DVO.L"
"5220102010","TFI.MI"
"5330102013","DOM.L"
"5550101010","EDIN.L"
"5330204010","ELWO.L"
"5710101011","ACG1V.HE"
"5550101010","ELTA.L"
"5720102010","ELDA.L"
"5330102011","ETI.L"
"5330204013","ERM.L"
"5550101010","CAMG.L"
"5210204012","FENR.L"
"5220201010","FDL.L"
"5240502010","FSJ.L"
"5550101010","MRCM.L"
"5550101010","FCS.L"
"5220102010","GFRD.L"
"5720102013","TRH1V.HE"
"5540201012","TCSC.L"
"5720102011","UNG.L"
"5810101010","PHON.ST"
"5220102010","VIAI.MI"
"5210201010","GHH.L"
"5130102011","BOLJ.ST"
"5320302010","JHD.L"
"5330204010","HYNS.L"
"5220303010","NAK.L"
"5120102013","HILS.L"
"5210203013","HDT.L"
"5330201011","VELA.L"
"5720102013","IDOX.L"
"5550101010","MIRM.L"
"5720102013","PTO.L"
"5720102013","TIG.L"
"5130202010","INGR.L"
"5510105010","CATb.ST"
"5560101010","TRACb.ST"
"5010202010","PMG.L"
"5220304026","ITE.L"
"5210203010","CBLP.PA"
"5240703012","JRVS.L"
"5330204010","RCSM.MI"
"5320202010","NEWAb.ST"
"5220303012","PROEb.ST"
"5220304022","KOLR.PK"
"5620201010","SLN.L"
"5210201010","XANOb.ST"
"5510103013","PCF.L"
"5540201010","CTDM.SI"
"5540201010","CATL.SI"
"5550101010","RCP.L"
"5330204013","MOED.MI"
"5330204010","BTGGg.F"
"5330103010","SBTgb.ISD^G13"
"5220302010","ELANb.ST"
"5320301012","KLAN.SI"
"5330204010","SPRM.SI"
"5240502010","NEPS.SI"
"5510101010","OCBC.SI"
"5540201010","UTOS.SI"
"5720101010","MANT.O"
"5910101010","SCIL.SI"
"5330102012","RICX.L"
"5610201012","FVE"
"5240601010","SIAL.SI"
"5810101010","STEL.SI"
"5110103012","MFBI.MI"
"5320202010","LMBT.L"
"5330202010","PSMGn.DE"
"5510202011","GOZGn.F"
"5220304018","LVD.L"
"5410202022","SZUG.DE"
"5110101010","SOLB.BR"
"5510101011","PRO.MI"
"5720102012","GBGP.L"
"5330104023","JFN.S"
"5710602011","RTX.CO"
"5560101010","STEG.SI"
"5510205013","SIM.CO"
"5230101010","JARD.SI"
"5540201012","TKDV.CO"
"5530102010","TOP.CO"
"5120201010","MSLH.L"
"5420101010","MCB.L"
"5710201010","EZEN.MC"
"5510101010","SABE.MC"
"5220304010","TRICR.L"
"5120201012","CALI.MI"
"5410202016","CPF.MC"
"5410201026","CUCI.MI"
"5210202014","CAF.MC"
"5220102021","MDF.MC"
"5430102012","DAIR.SI"
"5220302010","SPSL.MC"
"5330201022","MEG.L"
"5220303013","MPI.L"
"5330202010","PRS.MC"
"5910301011","EYDr.AT"
"5720101010","CNSP.L"
"5220102010","OHL.MC"
"5210201010","MGAMM.L"
"5410201010","PVA.MC"
"5410202020","OLEO.MC"
"5320301011","STG.MC"
"5340304013","MOSB.L"
"5410103011","BAG.L"
"5540201014","MTVW.L"
"5240601010","9202.T"
"5540201010","MKLW.L"
"5320202010","MUL.L"
"5710201012","NWMS.L"
"5330202010","CMX.L"
"5610201010","RHKG.DE"
"5410201014","VILM.PA"
"5330104019","LAZI.MI"
"5220102010","NMD.L"
"5550101010","NRI.L"
"5330204010","SAA1V.HE"
"5220304010","NTG.L"
"5010203013","NWF.L"
"5320202015","TVX.MC"
"5120102010","TUBA.MC"
"5320302010","URA.MC"
"5230101010","RHMG.DE"
"5220102010","SCYR.MC"
"5130201012","VID.MC"
"5720102010","OMG1.L"
"5130201010","VIS.MC"
"5210204012","ZOT.MC"
"5720102010","BAS1V.HE"
"5320202010","BOSSn.DE"
"5620104013","BIOBV.HE"
"5530103010","STB.OL"
"5540201012","CTY1S.HE"
"5220304010","PRKG.L"
"5120102013","CTH1V.HE"
"5720102013","CTL1V.HE"
"5210203010","EFO1V.HE"
"5810101010","ELI1V.HE"
"5210201010","EXL1V.HE"
"5720102012","FSC1V.HE"
"5530103011","PGH.L"
"5560101010","IES.MI"
"5240601010","FIA1S.HE"
"5320201014","PTTD.L"
"5320403012","FIS1V.HE"
"5410202010","HKSAV.HE"
"5720102012","EBC1V.HE"
"5110109010","KRA1V.HE"
"5120106011","PGRPG.L"
"5430102012","KESBV.HE"
"5210201012","GLA1V.HE"
"5220102010","LEM1S.HE"
"5710101011","OKM1V.HE"
"5410103010","OLVAS.HE"
"5120102010","OUT1V.HE"
"5210202010","PON1V.HE"
"5220304018","CRA1V.HE"
"5120102010","RTRKS.HE"
"5210201012","RUTAV.HE"
"5710602011","DIG1V.HE"
"5510101010","SPNO.CO"
"5540201011","TPS1V.HE"
"5720102013","TEM1V.HE"
"5710201010","TLT1V.HE"
"5720101010","TIE1V.HE"
"5720102014","XNS1V.HE"
"5810101010","CTPC.L"
"5620201010","RQE.L"
"5210201014","RSW.L"
"5720102010","SSY.L"
"5720102010","IFA1V.HE"
"5120102015","CORr.AT"
"5320403010","TULAV.HE"
"5010203013","RUBF.PA"
"5560101010","SCI1V.HE"
"5320502013","ALCYB.PA"
"5220304018","ALACI.PA"
"5240602017","ALADA.PA"
"5330203011","TTV.L"
"5220303013","RWA.L"
"5620201013","AMOS.PA"
"5130201014","RPC.L"
"5720103013","ARTF.PA"
"5720101010","AUBT.PA"
"5340305010","AVOM.PA"
"5550101010","SCIN.L"
"5550101010","SMT.L"
"5610102013","BATD.PA"
"5720102012","BCNA.PA"
"5410102010","BEVD.PA"
"5720101010","SVRP.L"
"5320502011","CHBE.PA"
"5910301010","SVT.L"
"5410102011","LAN.PA"
"5410202015","BOND.PA"
"5410202019","BONG.PA"
"5510203010","BDRP.PA"
"5220304010","ASY.PA"
"5720101010","BUL.PA"
"5720101010","BZDK.PA"
"5720102010","AVQ.PA"
"5720102010","YAS.PA"
"5720102013","CGDM.PA"
"5620201012","ALCER.PA"
"5220301012","SKS.L"
"5310103010","NRE1V.HE"
"5320201010","CRIP.PA"
"5510202010","SISGM.L"
"5120201010","CMFP.PA"
"5320202013","FINM.PA"
"5410201022","SNCL.L"
"5320404010","AIEA.L"
"5540201010","FDPA.PA"
"5330104010","CDAF.PA"
"5220304022","ATFG.F"
"5720102012","DALE.PA"
"5720102013","SSH1V.HE"
"5320403011","DAMA.PA"
"5710601017","DEMY.PA"
"5210101012","AVMD.PA"
"5610101013","BIPX.DE"
"5320202010","DVSP.PA"
"5720101010","DVTM.PA"
"5420103010","HSV.L"
"5710601010","DIGP.PA"
"5610101014","DMSP.PA"
"5210203010","EGID.PA"
"5220102010","FOUG.PA"
"5210203010","SXS.L"
"5540301010","ICAD.PA"
"5240501014","KNIN.VX"
"5120108010","ERMT.PA"
"5220302010","SIV.L"
"5720102016","ESIG.PA"
"5510202016","DEA.MI"
"5610101013","ELEN.MI"
"5210201012","FDA.MI"
"5510101010","BPSP.MI"
"5720101010","ITWY.MI"
"5910102012","KAIT.MI"
"5510205013","TAS.MI"
"5910301011","ACP.MI"
"5530102010","ELER.PA"
"5210203015","ZEH.S"
"5720102013","ALESK.PA"
"5620201012","EUFI.PA"
"5310102010","EPED.PA"
"5320202025","FDOP.PA"
"5220102010","ATH.MI"
"5510202016","MTTI.MI"
"5540201010","RN.MI"
"5710201012","C21.L"
"5340304010","BCNT.MI"
"5410102010","CPRI.MI"
"5510101010","PEL.MI"
"5510202016","DIN.MC"
"5510202016","LVEN.MI"
"5710501012","7752.T"
"5310101011","IMSI.MI"
"5540302010","FLYP.PA"
"5410202019","FROB.PA"
"5530103011","SJP.L"
"5720102014","GLFT.PA"
"5240602010","SGC.L"
"5320202010","TAM.PA"
"5220304015","TRBG.L"
"5540201010","KLOV.ST"
"5330104019","ASR.MI"
"5540301010","GFCP.PA"
"5220304010","GLTN.PA"
"5220102010","HEIJ.AS"
"5210201011","GFII.PA"
"5240601012","PRFN.S"
"5720102012","GLOG.BR"
"5410102010","GDMR.PA"
"5540304013","BYG.L"
"5320502010","TND.L"
"5710601010","INGC.PA"
"5130201014","ALGIL.PA"
"5320301010","TW.L"
"5330201022","HIGH.PA"
"5620104013","GRBT.PA"
"5710601015","GTCN.PA"
"5340304010","TED.L"
"5220304011","TNOgb.ISD"
"5330101011","LZTL.PA"
"5720102013","HBWO.PA"
"5720102010","OVGP.PA"
"5330104023","IGV.MI"
"5710401014","NEWN.AS"
"5530103010","ING.AS"
"5120103011","MNTP.PA"
"5910102012","ARN.MI"
"5220307010","PRODM.L"
"5550101010","THRG.L"
"5710102011","SMHNn.DE"
"5710201010","ADAG.DE"
"5310102010","TRK.L"
"5510201010","BINCK.AS"
"5540201010","TRY.L"
"5130102014","LUNDb.ST"
"5410102011","ADVI.PA"
"5210203012","HCAr.AT"
"5320301012","KOF.PA"
"5720101010","KEYR.PA"
"5540302010","LOIM.PA"
"5340302012","TPK.L"
"5320202014","LAFU.PA"
"5410102011","LPER.PA"
"5720102010","LDSV.PA"
"5540201010","LOCI.PA"
"5330204012","UVCL.PK"
"5220304010","WTM.L"
"5210201012","BSS.MI"
"5230101010","COFI.MI"
"5210201010","WEIR.L"
"5220304010","WYGR.L"
"5220102010","BOSN.AS"
"5210203015","CRAU.L"
"5220304010","MATP.PA"
"5710101011","MEMS.PA"
"5220301012","RXPA.PA"
"5240503010","WIN.L"
"5550101010","WTAN.L"
"5330102010","MARS.L"
"5220102015","GRONc.AS"
"5220303010","WLDC.L"
"5710501010","NPOS.PA"
"5320302010","NERG.PA"
"5720102010","ETGM.PA"
"5210203012","ALCr.AT"
"5720102010","ZOO.L"
"5210203013","ZYT.L"
"5620201010","NCOX.PA"
"5240503012","GNDP.PA"
"5540201010","ORCO.PA"
"5210201012","BWTV.VI"
"5240701014","DOCO.VI"
"5230101010","EYBL.VI"
"5210201010","ANDR.VI"
"5210202010","PALF.VI"
"5620104010","PCAS.PA"
"5210204012","PYHE.PA"
"5530101010","NATN.S"
"5130201014","PSBP.PA"
"5110103012","LENV.VI"
"5010302010","PDR.OL"
"5130202010","MMKV.VI"
"5210203013","RADP.PA"
"5120201010","RHIV.VI"
"5010302010","PRSO.OL"
"5710102010","RIBE.PA"
"5110101010","ROBF.PA"
"5320502011","RDGP.PA"
"5210201010","ROUC.PA"
"5230101010","6503.T"
"5310101012","RBAV.VI"
"5130101015","SABT.PA"
"5210101014","SAF.PA"
"5410102010","SLBV.VI"
"5320403010","SEBF.PA"
"5240702010","VOPA.AS"
"5010302012","SBOE.VI"
"5220301012","CCHE.PA"
"5310103013","SMPV.VI"
"5220301012","SWUT.VI"
"5510202016","ALSIP.PA"
"5210101010","SCLR.PA"
"5560101010","UIAV.VI"
"5710101010","SOIT.PA"
"5530101010","UNIQ.VI"
"5720101010","EVRY.OL"
"5010302011","FAR.OL"
"5910101010","VERB.VI"
"5330202010","CNLP.PA"
"5320202010","WLFD.VI"
"5210101010","KOG.OL"
"5330102010","CPG.L"
"5320202024","CFR.VX"
"5230101010","ACKB.BR"
"5210203010","RXL.PA"
"5220304010","ALOLV.PA"
"5330204010","SPIS.PA"
"5720101010","SQLI.PA"
"5220304010","ROCH.PA"
"5320202026","DPTP.PA"
"5610102010","STDM.PA"
"5210201010","THHG.PA"
"5130201015","TFF.PA"
"5240502010","TETR.PA"
"5240502010","REACH.OL"
"5320502010","TRIA.PA"
"5710101011","NOD.OL"
"5410202023","BARN.S"
"5720101010","ALUMS.PA"
"5410202025","BIONOR.OL"
"5410102011","VRKP.PA"
"5130102010","NSG.OL"
"5720101010","EBAB.BR"
"5210201020","FOU.BR"
"5210203015","HAMO.BR"
"5240502010","ODF.OL"
"5420103010","JEN.BR"
"5540302010","LNRE.BR"
"5330204010","SBST.OL"
"5410202021","MIKK.BR"
"5430102011","GRYFO.BR"
"5510202010","QUFG.BR"
"5720102013","REAL.BR"
"5110101010","RECT.BR"
"5620104010","ACIN.S"
"5510101011","RLD.S"
"5320202010","DIOR.PA"
"5320302011","ROCKb.CO"
"5410201010","SAPEC.BR"
"5320201010","SIOE.BR"
"5410201010","SIFB.BR"
"5330204011","NORTHM.CO"
"5330204012","CLED.MI"
"5710603010","MDNG.DE"
"5510203010","VLRT.S"
"5320202010","ADZ.MC"
"5620201011","ATLN.VX"
"5320302010","AFGN.S"
"5610201011","AEVS.S"
"5620201010","BANB.S"
"5410202014","EBRO.MC"
"5210201010","BOBNN.S"
"5210201010","BOS.S"
"5410202010","CORB.AS"
"5210202010","BUCN.S"
"5320202010","CALN.S"
"5710101010","CICN.S"
"5210201010","CZH.S"
"5330103013","PARP.PA"
"5130102011","IBG.MC"
"5130201014","SED.MC"
"5410202010","ATRAV.HE"
"5130201014","IPS.S"
"5710501015","ADVGR.MC"
"5510205013","CLXN.S"
"5220304013","DOV1V.HE"
"5720101010","TECM.MC"
"5710601015","DCN.S"
"5510203010","SQN.S"
"5540302010","BTPP.PA"
"5710601010","ELMN.S"
"5220304010","BTGI.MI"
"5340302010","ALBRI.PA"
"5110101010","EMSN.S"
"5320302014","FORN.S"
"5430101010","GALN.S"
"5210203010","GAV.S"
"5320302015","GEBN.VX"
"5110101010","GIVN.VX"
"5110101010","GUR.S"
"5910401010","MVVGn.DE"
"5220301010","CNIM.PA"
"5720101010","SIGF.PA"
"5710201017","HUBN.S"
"5410202015","HUE.S"
"5540201010","IS.S"
"5130202010","CPGN.S"
"5510201010","FMTX.PA"
"5210204012","INRN.S"
"5330203011","GAUM.PA"
"5720102012","GFIP.PA"
"5330102013","GFLO.PA"
"5210204010","KARN.S"
"5130101010","GASP.PA"
"5210201010","KOMN.S"
"5910101011","EDHN.S"
"5330104010","KUNN.S"
"5210203019","LEHN.S"
"5510101011","LLB.S"
"5410202023","LISN.S"
"5320403010","METN.S"
"5710101010","MASN.S"
"5910101010","ALPH.S"
"5720101010","ITLI.PA"
"5220301010","DBG.PA"
"5330101011","PVAC.PA"
"5010302011","TGS.OL"
"5220301010","TOM.OL"
"5210204012","TTSM.OL"
"5510101010","LUKN.S"
"5720101010","VALT.PA"
"5210101010","ZODC.PA"
"5120201010","PARG.S"
"5210203010","PM.S"
"5610102012","SOON.VX"
"5540201010","PSPN.S"
"5330201010","PUBN.S"
"5210201010","RIEN.S"
"5910101010","EDP.LS"
"5130102014","INA.LS"
"5810102014","ECK.L"
"5210204010","SCHP.VX"
"5720101010","GLINT.LS"
"5210201010","SWTQ.S"
"5220304010","SGSN.VX"
"5720101011","ANODb.ST"
"5610102017","SFZN.S"
"5110103010","SIK.VX"
"5910101011","SOPN.S"
"5610102012","STMN.S"
"5120102013","STLN.S"
"5510202011","BBN.S"
"5710501014","TECN.S"
"5210201010","TOHN.S"
"5210201010","OERL.S"
"5240701010","FHZN.S"
"5510101010","VATN.S"
"5340309010","VALN.S"
"5530102010","VAHN.S"
"5510101011","VPB.S"
"5130201012","VET.S"
"5210203010","ROL.S"
"5510201010","VONN.S"
"5720102010","SPHN.L"
"5210203010","WMN.S"
"5320501010","9766.T"
"5540201010","ZUBN.S"
"5810101013","CCOI.O"
"5210201010","ATCOa.ST"
"5210201024","BBTOb.ST"
"5720102010","XAE1.F"
"5510201012","BURE.ST"
"5710102010","AIXGn.DE"
"5710102011","TXAG.F"
"5540201010","CAST.ST"
"5530101010","MAP.MC"
"5720101010","SHSGk.F"
"5510101011","MBVA.OB"
"5540302010","BLND.L"
"5120201010","HOLN.VX"
"5330201010","OFMN.PA"
"5220102012","STBGn.F"
"5220306014","TTKG.DE"
"5720102010","NETGnk.F"
"5210203010","EKT.L"
"5010202010","CNE.L"
"5720101010","CYBC.ST"
"5410202010","GNC.L"
"5510202010","IFG.I"
"5410202015","KYGa.I"
"5560101010","PDEK.F"
"5120103012","VAL.AT"
"5810101011","FORr.AT"
"5420102010","SRSr.AT"
"5220304013","PLAUA.DE"
"5220304013","ACANb.ST"
"5210201014","AJAG.DE"
"5610102013","GETIb.ST"
"5220306010","GUNN.ST"
"5210201010","HEXAb.ST"
"5720101013","HIQ.ST"
"5130102010","HOLMb.ST"
"5620201011","KARO.ST"
"5540302011","CFMP.PA"
"5720103012","ANWGn.F"
"5420102011","ALPHY.PA"
"5710601010","HHSG.F"
"5720101010","ARXG.F"
"5710101011","ATSV.VI"
"5720102013","AOFG.DE"
"5710601015","ABEGk.DE"
"5110101011","BAFG.DE"
"5710201012","BSLG.DE"
"5720102012","ISRG.DE"
"5710102011","MICR.ST"
"5210203015","NIBEb.ST"
"5610102014","NOBN.S"
"5110103014","NOLAb.ST"
"5720102013","NTEKb.ST"
"5220201010","OEMb.ST"
"5220102010","PEABb.ST"
"5720101010","PREVb.ST"
"5120103010","PROFb.ST"
"5610102013","BIOT.ST"
"5720101010","BEOG.F"
"5720102013","RSOFb.ST"
"5130102013","RROS.ST"
"5330104019","BVB.DE"
"5720102010","CATG.F"
"5610101010","SECTb.ST"
"5220304010","SEMC.ST"
"5710101010","HPIG.F"
"5220102010","SGEF.PA"
"5320202028","HRMS.PA"
"5530103011","BALN.VX"
"5720101010","ADNGk.F"
"5220304010","ALTT.PA"
"5510101011","CDBG.DE"
"5110109010","LONN.VX"
"5210203015","CEVG.DE"
"5220304010","DE1n.DE"
"5720101010","DTDGk.F"
"5720102013","DCIG.F"
"5330201016","EXJ.F"
"5720102013","ESYG.DE"
"5710601016","TLIG.DE"
"5720102013","UPDG.F"
"5120102010","SSABa.ST"
"5510202011","SWCORa.ST"
"5110103010","TRELb.ST"
"5220304022","SYZG.DE"
"5720102010","NEDSE.AS"
"5720102010","MUMG.F"
"5330203013","ERMGk.DE"
"5810102014","DRIG.DE"
"5720102010","ANDP.AS"
"5330203010","EDLG.F"
"5540201014","GLEG.L"
"5020101011","EKTG.F"
"5620201010","EVTG.DE"
"5720101010","FAAS.DE"
"5720101010","INLr.AT"
"5330204010","KATr.AT"
"5710601010","SANT1.F"
"5320202012","GWIG.DE"
"5720101010","GFTG.DE"
"5620104015","LPHr.AT"
"5310102015","GMMG.DE"
"5240502010","MAERSKb.CO"
"5620104011","GIRG.F"
"5610102012","DIKA.PA"
"5510202014","GAMH.S"
"5710201010","FEWG.DE"
"5510202010","HBDGk.F"
"5430102013","HAWG.DE"
"5720102013","YSNG.DE"
"5120102013","SID.AT"
"5330201011","NF7Gk.DE"
"5210201010","AALB.AS"
"5340302010","HBMG.DE"
"5720102010","IBBGn.F"
"5510105010","GKLG.DE"
"5220102010","BAMN.AS"
"5330203011","HLGZ.DE"
"5220102010","BTBN.AS"
"5340303013","BETR.AS"
"5220102010","HOZG.F"
"5710601010","HWSAk.DE"
"5720101010","IOIG.F"
"5310101012","KAEG.MU"
"5210201012","SKBG.DE"
"5320202010","UHR.VX"
"5710601010","KBCG.DE"
"5340309018","BEHG.MU"
"5320404013","DICO.AS"
"5220303010","DPA.AS"
"5720102010","EXAH.AS"
"5320301010","ABBY.I"
"5220304010","ITER.OL"
"5210201010","KSBG.DE"
"5340304010","MCIN.AS"
"5320403011","LEIG.DE"
"5710201010","NEDP.AS"
"5710603010","LOEKk.DE"
"5710102011","LPKG.DE"
"5620104010","MHHG.F"
"5720101010","LCYE.F"
"5410202010","NUO.AS"
"5610201010","MEDG.DE"
"5620201010","PHAR.AS"
"5240502010","MILr.AT"
"5210203010","LEOGn.DE"
"5220303012","DQ5.I"
"5620201010","MORG.DE"
"5510101010","DBSM.SI"
"5020101010","NDXG.DE"
"5720102013","OSPGk.F"
"5510201010","ONVG.F"
"5720102012","NEKG.DE"
"5720101010","NORG.F"
"5330202011","MMTP.PA"
"5510101010","SORR.OL"
"5410202019","GL9.I"
"5330104010","EVDG.DE"
"5220304025","TGTG.DE"
"5720102013","CEGI.PA"
"5210203010","SVEL.AS"
"5720102013","PAQG.MU"
"5720101010","PNGG.F"
"5720101010","PXLGk.F"
"5330204010","ENRO.ST"
"5720102013","PUIG.F"
"5340305011","ATEA.OL"
"5720101010","PSAGn.DE"
"5620201011","ACTI.ST"
"5430102012","AXFO.ST"
"5340309013","COVI.OL"
"5720102012","ISY.ST"
"5710602011","DORO.ST"
"5540201010","SAGAa.ST"
"5120102013","PLTG.D"
"5610101010","EKTAb.ST"
"5720102011","ENEA.ST"
"5610101014","UMS.F"
"5210201010","RAAG.DE"
"5620104011","SCPH.VI"
"5330201010","JCDX.PA"
"5210201010","SNGG.DE"
"5720102010","SFDG.DE"
"5240701011","FRAG.DE"
"5810101010","VIV.PA"
"5610102010","SATG.F"
"5240502013","TNP"
"5330203011","SPME.F"
"5330204013","SPRGn.DE"
"5620104015","STAGn.DE"
"5560101010","VESGn.MU"
"5220304021","TELP.MU"
"5720101010","TSXGk.F"
"5330204015","TFAG.DE"
"5810101013","UTDI.DE"
"5220301010","SVIK.ST"
"5340201011","ULCG.F"
"5710601010","WZM.F"
"5320403010","WMFG.F"
"5510202010","ICP.L"
"5010203011","HEPr.AT"
"5510101010","BES.LS"
"5220303010","RAND.AS"
"5330203011","SENGk.F"
"5220102010","ABGV.VI"
"5540302010","BEFB.BR"
"5540201010","IMMO.BR"
"5330101010","CMIP.PA"
"5330203011","CMWG.F"
"5720101010","BFCG.VI"
"5540201010","BTCGk.DE"
